Date	Depth (m)	Temperature (°C)	Specific Conductance (µS/cm)	DO Concentration (mg/l)	DO Saturation (%)	pH	Chlorophyll (µg/l)	Turbidity (NTU)	Phycocyanin (µg/l)	Provisional	End Check Condition	ParametersOutOfRange	Sonde	
1/1/2011 2:57:00 AM	10.040	8.31	98.00	9.30	79.00	7.71	4.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 3:57:00 AM	10.040	8.33	98.00	9.30	79.00	7.61	5.00	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 4:57:00 AM	10.030	8.33	98.00	9.30	79.00	7.70	4.30	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 5:57:00 AM	10.050	8.32	98.00	9.30	79.00	7.70	4.60	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 6:57:00 AM	10.050	8.31	98.00	9.30	79.00	7.70	4.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 7:57:00 AM	10.060	8.31	98.00	9.30	79.00	7.62	4.30	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 10:57:00 AM	10.040	8.30	97.00	9.30	79.00	7.70	4.50	0.90		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 11:57:00 AM	10.030	8.30	98.00	9.30	79.00	7.71	5.30	0.90		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 12:57:00 PM	10.040	8.30	98.00	9.30	79.00	7.71	4.20	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 1:57:00 PM	10.020	8.30	98.00	9.30	79.00	7.70	5.10	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 2:57:00 PM	10.030	8.30	98.00	9.30	79.00	7.71	4.40	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 3:57:00 PM	10.030	8.30	98.00	9.30	79.00	7.71	5.20	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 6:57:00 PM	9.990	8.28	98.00	9.30	79.00	7.62	3.80	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 7:57:00 PM	9.990	8.28	98.00	9.30	79.00	7.71	5.60	0.80		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 8:57:00 PM	9.990	8.27	98.00	9.30	79.00	7.70	5.10	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 9:57:00 PM	10.000	8.27	97.00	9.30	79.00	7.70	6.00	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 10:57:00 PM	10.000	8.25	98.00	9.30	79.00	7.71	3.60	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/1/2011 11:57:00 PM	10.000	8.25	98.00	9.30	79.00	7.71	5.00	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 2:57:00 AM	10.040	8.25	98.00	9.30	79.00	7.70	4.50	0.80		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 3:57:00 AM	10.040	8.23	97.00	9.30	79.00	7.71	4.00	1.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 4:57:00 AM	10.040	8.22	97.00	9.30	79.00	7.71	4.00	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 5:57:00 AM	10.040	8.22	98.00	9.30	79.00	7.70	5.70	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 6:57:00 AM	10.040	8.22	97.00	9.30	79.00	7.70	4.70	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 7:57:00 AM	10.040	8.22	98.00	9.30	79.00	7.70	5.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 10:57:00 AM	9.980	8.21	97.00	9.30	79.00	7.70	6.60	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 11:57:00 AM	9.970	8.21	98.00	9.30	79.00	7.71	3.80	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 12:57:00 PM	9.980	8.22	98.00	9.40	80.00	7.71	4.60	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 1:57:00 PM	9.980	8.21	98.00	9.40	80.00	7.71	3.20	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 2:57:00 PM	9.960	8.22	98.00	9.40	80.00	7.71	3.60	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 3:57:00 PM	9.970	8.21	97.00	9.40	80.00	7.71	5.00	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 6:57:00 PM	10.030	8.20	97.00	9.40	79.00	7.74	4.90	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 7:57:00 PM	10.030	8.19	97.00	9.40	79.00	7.61	5.30	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 8:57:00 PM	10.030	8.18	97.00	9.30	79.00	7.71	3.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 9:57:00 PM	10.030	8.17	97.00	9.30	79.00	7.71	3.70	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 10:57:00 PM	10.030	8.17	97.00	9.40	79.00	7.70	3.20	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/2/2011 11:57:00 PM	10.030	8.16	97.00	9.30	79.00	7.70	5.70	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 2:57:00 AM	10.000	8.14	97.00	9.30	79.00	7.72	2.70	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 3:57:00 AM	10.000	8.13	97.00	9.30	79.00	7.71	5.20	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 4:57:00 AM	10.010	8.13	97.00	9.30	79.00	7.70	4.60	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 5:57:00 AM	10.010	8.13	97.00	9.40	79.00	7.71	3.30	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 6:57:00 AM	10.010	8.12	97.00	9.30	79.00	7.70	3.90	0.80		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 7:57:00 AM	10.010	8.10	97.00	9.30	79.00	7.71	5.80	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 10:57:00 AM	10.050	8.10	97.00	9.40	79.00	7.71	4.60	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 11:57:00 AM	10.050	8.10	97.00	9.40	79.00	7.71	5.00	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 12:57:00 PM	10.050	8.11	97.00	9.40	79.00	7.72	4.40	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 1:57:00 PM	10.040	8.12	97.00	9.40	80.00	7.73	5.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 2:57:00 PM	10.050	8.12	97.00	9.40	80.00	7.72	4.50	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 3:57:00 PM	10.050	8.12	97.00	9.40	80.00	7.72	5.50	0.80		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 6:57:00 PM	9.960	8.10	97.00	9.40	80.00	7.72	4.10	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 7:57:00 PM	9.960	8.09	97.00	9.40	80.00	7.71	4.10	0.70		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
1/3/2011 8:57:00 PM	9.960	8.09	97.00	9.40	79.00	7.62	5.30	0.90		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		JTH	
