Date	Depth (m)	Temperature (°C)	Specific Conductance (µS/cm)	DO Concentration (mg/l)	DO Saturation (%)	pH	Chlorophyll (µg/l)	Turbidity (NTU)	Phycocyanin (µg/l)	Provisional	End Check Condition	ParametersOutOfRange	Sonde	
1/3/2015 10:57:00 AM	10.020	8.71	94.00	8.90	77.00	7.60	2.70	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 11:57:00 AM	10.010	8.71	94.00	8.90	76.00	7.59	2.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 12:57:00 PM	10.010	8.71	94.00	8.90	76.00	7.59	1.30	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 1:57:00 PM	10.010	8.72	94.00	8.90	77.00	7.59	1.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 2:57:00 PM	10.010	8.71	94.00	8.90	76.00	7.59	2.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 3:57:00 PM	10.020	8.71	94.00	8.90	77.00	7.59	2.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 5:57:00 PM	10.000	8.70	94.00	8.90	76.00	7.58	0.90	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 6:57:00 PM	10.000	8.70	94.00	8.90	77.00	7.60	2.60	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 7:57:00 PM	9.990	8.70	94.00	8.90	77.00	7.59	3.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 8:57:00 PM	9.990	8.69	94.00	8.90	77.00	7.60	1.70	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 9:57:00 PM	9.990	8.69	94.00	8.90	76.00	7.59	1.70	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 10:57:00 PM	10.010	8.69	94.00	8.90	77.00	7.59	2.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/3/2015 11:57:00 PM	10.010	8.69	94.00	8.90	76.00	7.59	2.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 1:57:00 AM	10.040	8.69	94.00	8.90	76.00	7.57	2.10	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 2:57:00 AM	10.060	8.68	94.00	8.90	76.00	7.60	1.80	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 3:57:00 AM	10.040	8.68	94.00	8.90	77.00	7.59	1.10	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 4:57:00 AM	10.040	8.68	94.00	8.90	77.00	7.59	2.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 5:57:00 AM	10.040	8.68	94.00	8.90	76.00	7.58	2.70	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 6:57:00 AM	10.030	8.67	94.00	8.90	77.00	7.59	0.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 7:57:00 AM	10.030	8.67	94.00	8.90	76.00	7.59	2.00	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 9:57:00 AM	10.040	8.67	94.00	8.90	76.00	7.58	2.70	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 10:57:00 AM	10.040	8.67	94.00	8.90	77.00	7.60	2.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 11:57:00 AM	10.020	8.67	94.00	8.90	77.00	7.60	2.20	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 12:57:00 PM	10.020	8.67	94.00	8.90	77.00	7.59	1.90	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 1:57:00 PM	10.010	8.66	94.00	8.90	77.00	7.59	2.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 2:57:00 PM	9.990	8.67	94.00	8.90	77.00	7.58	1.50	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 3:57:00 PM	9.980	8.67	94.00	9.00	77.00	7.58	1.30	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 5:57:00 PM	10.030	8.67	94.00	8.90	77.00	7.58	1.60	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 6:57:00 PM	10.050	8.67	94.00	8.90	77.00	7.60	1.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 7:57:00 PM	10.050	8.67	94.00	9.00	77.00	7.60	1.70	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 8:57:00 PM	10.050	8.67	94.00	9.00	77.00	7.60	2.30	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 9:57:00 PM	10.040	8.67	94.00	9.00	77.00	7.59	2.10	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 10:57:00 PM	10.040	8.67	94.00	9.00	77.00	7.59	2.00	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/4/2015 11:57:00 PM	10.100	8.67	94.00	9.00	77.00	7.58	2.10	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 2:57:00 AM	10.050	8.66	93.00	9.00	77.00	7.60	1.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 3:57:00 AM	10.040	8.66	93.00	9.00	77.00	7.60	2.00	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 4:57:00 AM	10.020	8.65	93.00	9.00	77.00	7.60	2.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 5:57:00 AM	10.070	8.66	93.00	9.00	78.00	7.60	1.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 6:57:00 AM	10.030	8.65	93.00	9.00	77.00	7.59	3.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 7:57:00 AM	10.040	8.66	93.00	9.00	78.00	7.60	2.00	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 9:57:00 AM	10.060	8.64	94.00	9.00	77.00	7.58	2.60	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 10:57:00 AM	9.950	8.62	93.00	9.10	78.00	7.61	-0.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 11:57:00 AM	10.060	8.63	93.00	9.10	78.00	7.62	3.10	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 12:57:00 PM	10.020	8.66	93.00	9.10	78.00	7.62	1.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 1:57:00 PM	10.050	8.64	93.00	9.10	78.00	7.62	1.70	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 2:57:00 PM	10.080	8.65	94.00	9.10	78.00	7.62	1.60	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 3:57:00 PM	10.090	8.65	94.00	9.10	78.00	7.62	2.10	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 5:57:00 PM	10.020	8.67	94.00	9.10	78.00	7.61	1.80	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 6:57:00 PM	10.010	8.68	94.00	9.10	79.00	7.63	2.00	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 7:57:00 PM	10.040	8.68	93.00	9.10	79.00	7.61	2.20	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 8:57:00 PM	10.040	8.69	93.00	9.20	79.00	7.63	2.30	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 9:57:00 PM	10.020	8.69	93.00	9.20	79.00	7.62	1.80	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 10:57:00 PM	10.030	8.68	93.00	9.10	79.00	7.63	1.70	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/5/2015 11:57:00 PM	10.030	8.68	94.00	9.20	79.00	7.64	2.40	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 1:57:00 AM	9.990	8.68	94.00	9.20	79.00	7.62	1.30	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 2:57:00 AM	10.000	8.68	94.00	9.20	79.00	7.64	2.40	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 3:57:00 AM	10.000	8.68	94.00	9.10	79.00	7.64	3.60	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 4:57:00 AM	9.990	8.68	94.00	9.20	79.00	7.63	0.60	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 5:57:00 AM	10.000	8.67	94.00	9.10	79.00	7.64	2.70	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 6:57:00 AM	9.990	8.67	94.00	9.10	78.00	7.62	2.10	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 7:57:00 AM	10.000	8.67	94.00	9.20	79.00	7.63	2.50	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 9:57:00 AM	9.980	8.67	94.00	9.10	78.00	7.62	2.00	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 10:57:00 AM	9.990	8.67	94.00	9.10	78.00	7.64	1.30	0.20		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/6/2015 11:57:00 AM	9.980	8.67	94.00	9.20	79.00	7.63	1.80	0.10		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		SBC	
1/7/2015 6:57:00 PM	10.020	8.76	93.00	9.00	77.00	8.50	0.80	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Poor); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/7/2015 7:57:00 PM	10.020	8.76	94.00	8.90	77.00	8.47	1.60	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Poor); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/7/2015 8:57:00 PM	10.020	8.76	94.00	8.90	77.00	8.47	0.60	0.30		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Poor); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
