Date	Depth (m)	Temperature (°C)	Specific Conductance (µS/cm)	DO Concentration (mg/l)	DO Saturation (%)	pH	Chlorophyll (µg/l)	Turbidity (NTU)	Phycocyanin (µg/l)	Provisional	End Check Condition	ParametersOutOfRange	Sonde	
1/1/2014 2:57:00 AM	10.040	8.05	93.00	8.80	74.00	7.51	2.20	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 3:57:00 AM	10.030	8.05	93.00	8.80	74.00	7.52	2.30	0.50		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 4:57:00 AM	10.040	8.05	93.00	8.80	74.00	7.51	0.30	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 5:57:00 AM	10.040	8.05	93.00	8.80	74.00	7.51	1.00	0.50		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 6:57:00 AM	10.030	8.05	93.00	8.80	75.00	7.51	1.40	0.50		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 7:57:00 AM	10.030	8.04	93.00	8.80	74.00	7.52	1.40	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 10:57:00 AM	9.990	8.04	93.00	8.80	74.00	7.52	1.00	0.50		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 11:57:00 AM	9.980	8.04	93.00	8.80	74.00	7.50	2.00	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 12:57:00 PM	9.970	8.04	93.00	8.80	74.00	7.51	1.10	1.50		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
1/1/2014 1:57:00 PM	9.980	8.05	93.00	8.80	74.00	7.51	0.90	0.60		No	DO (Good); Chlorophyll (Good); Conductivity (Good); Turbidity (Good); pH (Good); Phycocyanin (Poor); Temperature (N/A); 		Ewok	
